"Weather_Condition","Road_Type","Road_Condition","Time_of_Day","Traffic_Density","Speed_Limit","Visibility","Acceleration_Events","Braking_Events","Steering_Input","Driver_Fatigue_Level","Distraction_Events","Speed","Lane_Departure_Events","Adaptive_Cruise_Control_Activation","Driver_Age","Driving_Experience","Vehicle_Type","Vehicle_Age","Accident_Occurrence","Near_Miss_Events","Intervention_Needed","Intervention_Level"
"Clear","Highway","Dry","Afternoon",1,80,81,3,10,5,5,1,112.3829645,0,1,55,9,"Sedan",11,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",2,40,73,1,12,-1,2,0,105.3211069,3,0,56,26,"Truck",8,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",1,90,654,6,2,-5,5,6,80.09842362,3,0,38,10,"Sedan",4,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",3,90,456,5,2,-8,2,4,75.41760427,1,1,52,1,"Sedan",15,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,40,177,8,10,3,9,2,90.8380972,2,0,50,19,"Truck",7,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Morning",2,30,335,1,9,11,1,3,65.13658472,2,1,61,14,"Truck",13,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",3,90,863,5,10,-1,0,3,78.02866065,2,1,69,6,"Sedan",2,0,0,"No","No"
"Rain","Highway","Wet","Night",2,50,183,2,1,2,6,1,85.76591338,1,0,37,1,"Sedan",12,0,0,"No","No"
"Clear","Highway","Dry","Morning",2,30,223,2,2,7,4,5,89.30773737,1,0,40,23,"SUV",14,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",1,100,862,0,1,-1,4,3,53.82708397,0,0,65,17,"SUV",0,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",1,30,790,4,6,0,7,1,73.93962437,0,0,29,6,"SUV",11,0,0,"No","No"
"Rain","Highway","Dry","Morning",3,40,285,8,6,13,4,5,69.42103075,2,1,41,29,"Truck",14,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",1,30,881,8,6,-10,7,3,44.1244499,3,1,18,9,"Sedan",3,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Evening",1,120,576,2,4,10,1,2,83.07208178,1,1,26,19,"SUV",15,0,0,"No","No"
"Rain","Rural Road","Wet","Night",1,50,470,5,4,-7,10,1,72.68123391,2,0,51,17,"SUV",9,0,0,"Yes","Mild"
"Clear","Rural Road","Wet","Evening",2,80,963,10,8,-3,10,0,92.33735765,3,1,44,12,"Sedan",11,1,4,"Yes","Strong"
"Clear","Urban Road","Wet","Afternoon",2,90,381,9,5,8,1,4,77.11344693,2,1,34,16,"Sedan",1,0,0,"No","No"
"Rain","Highway","Dry","Morning",1,100,223,10,6,-1,0,1,88.71636297,3,1,18,6,"Sedan",7,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",1,60,502,7,6,4,8,3,110.2055679,0,1,35,1,"Truck",7,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",1,60,417,6,1,8,3,3,51.68520388,3,1,38,27,"SUV",10,1,5,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",2,80,127,9,6,10,8,1,66.25170251,0,1,29,19,"SUV",8,1,3,"Yes","Mild"
"Heavy Rain","Highway","Wet","Afternoon",1,70,990,2,0,-5,7,2,71.46243665,0,1,52,24,"Sedan",11,1,0,"No","No"
"Rain","Highway","Dry","Evening",1,40,719,0,5,-5,5,5,52.5563585,3,0,52,12,"Sedan",5,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",1,80,790,9,2,8,7,2,94.00903705,3,1,18,17,"Sedan",11,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",3,70,648,6,0,-1,7,6,92.6370418,3,0,61,15,"SUV",8,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",3,110,562,5,1,2,7,5,80.65740234,3,1,42,20,"SUV",11,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",2,100,205,3,3,-2,1,4,50.997441,3,0,26,1,"Sedan",15,1,1,"No","No"
"Clear","Highway","Wet","Morning",1,100,374,5,1,6,3,3,65.61236895,0,1,27,14,"Sedan",11,0,0,"No","No"
"Clear","Highway","Wet","Night",3,90,602,3,2,1,7,3,77.71959911,1,0,29,11,"Sedan",4,0,0,"No","No"
"Rain","Urban Road","Dry","Night",2,100,915,6,3,2,9,4,51.76415868,1,1,24,1,"SUV",8,1,1,"Yes","Strong"
"Rain","Urban Road","Wet","Afternoon",2,100,406,1,4,-2,5,4,60.93883661,0,0,31,20,"Sedan",11,0,0,"No","No"
"Rain","Highway","Dry","Evening",3,80,333,10,7,-4,9,2,60.55413735,0,1,69,9,"Sedan",12,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Morning",3,100,341,7,6,-5,5,6,78.60030974,1,1,62,19,"Sedan",12,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",2,50,708,0,3,3,5,0,106.965075,0,1,42,22,"Sedan",7,0,0,"No","No"
"Rain","Urban Road","Dry","Evening",2,40,151,0,9,8,6,1,108.7466978,2,0,55,1,"Sedan",2,0,0,"No","No"
"Rain","Highway","Wet","Night",3,60,174,5,6,-9,4,4,76.77520825,2,0,20,5,"SUV",15,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",1,40,483,7,7,0,0,0,76.82135034,3,0,39,22,"Sedan",15,0,0,"No","No"
"Clear","Highway","Wet","Night",2,70,580,1,6,1,2,2,118.5929904,3,0,59,13,"Sedan",2,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",2,50,438,8,7,3,0,1,99.1058308,1,0,52,7,"SUV",6,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",3,60,517,9,4,-6,5,0,63.28739821,1,0,29,10,"SUV",12,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",3,50,274,8,11,10,6,0,56.52880183,0,0,58,7,"Truck",2,1,6,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",3,110,491,8,6,-6,3,2,58.39233315,1,0,54,16,"Truck",4,0,0,"No","No"
"Clear","Highway","Wet","Morning",1,40,787,7,5,-2,0,3,29.6618343,2,1,28,24,"Sedan",7,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",3,50,123,5,10,-7,10,0,59.11167192,3,0,33,29,"Truck",5,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Morning",1,80,256,3,6,0,3,5,52.01158722,3,0,57,12,"SUV",15,1,3,"No","No"
"Clear","Rural Road","Wet","Morning",2,60,531,7,8,5,7,4,57.92081557,0,1,65,4,"Sedan",3,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,110,397,8,9,-3,4,4,58.77416938,0,1,35,20,"Sedan",13,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",1,80,725,2,9,-8,9,4,127.5156242,0,0,33,6,"Truck",14,1,1,"Yes","Mild"
"Rain","Highway","Dry","Morning",2,100,701,10,1,9,10,1,55.05693726,1,0,36,25,"Truck",11,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Evening",2,60,940,3,1,9,10,4,58.53667866,3,1,21,19,"SUV",9,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Evening",1,40,560,4,4,-4,6,3,56.73546854,3,0,50,2,"SUV",1,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,40,513,3,9,-3,9,4,84.0017504,3,0,42,15,"Truck",13,0,0,"Yes","Mild"
"Clear","Highway","Dry","Morning",2,60,324,10,7,-7,10,1,83.38656084,1,0,23,8,"Truck",15,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Evening",1,40,156,7,9,8,1,2,81.36658569,0,1,41,3,"Truck",7,0,0,"No","No"
"Clear","Highway","Wet","Morning",1,50,472,0,6,5,4,0,45.32985242,1,1,26,7,"Truck",0,0,0,"No","No"
"Rain","Highway","Dry","Morning",2,100,459,4,1,4,7,6,54.78424087,0,1,36,13,"SUV",10,1,2,"Yes","Mild"
"Heavy Rain","Highway","Dry","Evening",3,30,740,4,7,-1,10,4,73.66125641,1,1,39,5,"SUV",3,1,1,"Yes","Strong"
"Rain","Rural Road","Wet","Evening",2,110,659,10,7,9,7,5,65.93452769,2,0,62,3,"Truck",7,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",1,70,864,2,7,-2,8,5,94.80682655,2,1,42,22,"Sedan",13,0,0,"Yes","Mild"
"Clear","Highway","Wet","Evening",3,90,65,5,5,5,2,0,68.51581429,0,0,52,21,"Truck",5,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",2,100,212,9,10,-4,8,5,47.4649522,0,0,50,3,"Truck",11,0,0,"Yes","Mild"
"Clear","Highway","Dry","Afternoon",2,120,628,4,0,6,4,1,71.14883722,2,0,31,1,"Sedan",15,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",2,110,131,0,8,1,7,2,72.18921972,1,0,51,3,"Truck",13,0,0,"Yes","Mild"
"Rain","Rural Road","Dry","Night",3,90,705,2,2,3,1,4,64.54203687,3,0,55,18,"SUV",11,0,0,"No","No"
"Clear","Rural Road","Wet","Night",2,60,211,9,9,3,1,5,75.31859332,1,0,21,18,"Truck",11,1,1,"No","No"
"Heavy Rain","Rural Road","Wet","Night",2,80,987,8,3,5,8,5,77.70794728,2,0,45,17,"Truck",3,1,4,"No","No"
"Clear","Urban Road","Wet","Afternoon",1,80,680,0,1,-3,6,1,54.12301081,4,1,21,16,"Truck",0,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",1,30,68,10,8,1,3,6,84.4338597,4,1,33,27,"Truck",12,1,3,"No","No"
"Heavy Rain","Highway","Wet","Morning",2,60,64,7,1,4,7,4,82.71819174,2,0,58,28,"Sedan",1,1,4,"Yes","Mild"
"Clear","Highway","Dry","Evening",2,100,309,3,1,-5,8,6,74.93149663,1,0,18,6,"Sedan",13,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Night",2,30,906,10,9,-3,2,2,43.83498645,3,0,51,1,"Sedan",10,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",1,110,91,8,2,-4,5,2,47.33627902,1,1,18,28,"SUV",15,0,0,"No","No"
"Rain","Urban Road","Dry","Night",1,110,351,2,2,3,2,5,98.32496861,3,1,18,10,"SUV",8,1,2,"No","No"
"Clear","Urban Road","Dry","Morning",2,90,926,0,4,3,8,1,92.88980934,3,0,39,1,"SUV",3,1,6,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Morning",2,50,224,2,10,-2,1,2,73.41167451,1,1,18,9,"Truck",2,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",3,120,943,8,7,-5,3,0,40.50480112,2,1,49,7,"SUV",1,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",1,70,280,1,7,10,1,4,84.50532566,1,0,60,29,"Truck",1,0,0,"No","No"
"Heavy Rain","Highway","Dry","Morning",3,60,801,10,2,2,9,5,58.2708304,0,1,38,9,"SUV",3,0,0,"Yes","Mild"
"Rain","Urban Road","Dry","Afternoon",2,80,748,5,2,-10,0,0,48.51758444,4,1,32,17,"Truck",3,0,0,"No","No"
"Clear","Rural Road","Wet","Evening",2,40,91,10,7,5,6,5,40.06063184,4,1,40,12,"Truck",10,1,2,"Yes","Strong"
"Rain","Urban Road","Wet","Night",3,120,161,6,10,1,2,5,98.91079193,2,0,37,22,"Truck",10,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",2,50,321,3,4,10,9,2,57.88488879,1,0,22,17,"Truck",9,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",1,40,213,2,8,4,2,3,86.29108382,0,0,59,21,"Truck",7,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,30,817,9,0,-10,3,4,115.5281506,3,1,29,24,"SUV",7,0,0,"No","No"
"Rain","Rural Road","Wet","Afternoon",2,110,87,8,8,-7,4,0,72.58937186,0,0,50,21,"SUV",13,0,0,"No","No"
"Rain","Rural Road","Dry","Afternoon",1,50,520,6,5,0,7,1,56.04565171,4,1,24,49,"Truck",1,1,7,"No","No"
"Rain","Rural Road","Wet","Evening",1,100,204,0,2,3,2,3,100.4918513,2,0,26,16,"Truck",2,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",3,70,146,7,11,7,9,1,107.3245842,3,1,59,1,"Truck",10,1,0,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Afternoon",3,110,545,1,8,-6,4,6,71.57374712,0,1,45,15,"Sedan",11,1,5,"No","No"
"Rain","Highway","Wet","Evening",3,50,260,4,2,-3,10,3,71.26423138,0,1,49,14,"Sedan",3,1,1,"Yes","Mild"
"Clear","Urban Road","Wet","Morning",2,60,561,1,8,-3,5,6,31.15556915,3,1,70,14,"Truck",11,0,0,"No","No"
"Clear","Urban Road","Wet","Night",1,100,164,4,3,-6,8,0,41.61837339,2,1,70,19,"Sedan",6,0,0,"Yes","Mild"
"Clear","Highway","Dry","Morning",3,100,338,1,9,2,8,4,73.47833279,3,0,39,8,"Sedan",15,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Afternoon",3,80,733,2,4,-10,6,3,55.56217438,1,1,31,13,"Sedan",7,1,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",3,60,873,5,2,-5,0,2,74.52188351,2,1,36,13,"SUV",9,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",1,110,710,6,11,-2,7,6,51.47926566,1,1,23,11,"Truck",12,1,6,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Afternoon",1,100,265,5,8,11,0,1,34.69669741,3,1,57,26,"Truck",1,0,0,"No","No"
"Rain","Rural Road","Dry","Evening",2,30,442,0,0,-5,1,1,89.90454342,3,1,18,14,"Truck",3,1,3,"No","No"
"Rain","Rural Road","Wet","Afternoon",3,60,389,5,3,8,10,2,91.84775741,0,1,44,16,"Truck",5,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",1,50,664,10,9,4,5,4,36.68990018,0,0,47,23,"Sedan",3,0,0,"No","No"
"Heavy Rain","Highway","Wet","Night",2,90,107,6,0,-10,0,4,55.09201039,3,0,50,12,"SUV",6,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,70,683,2,1,1,0,2,39.24096585,1,0,40,13,"Truck",4,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",3,60,925,0,1,5,1,2,59.69549328,0,1,49,12,"SUV",15,0,0,"No","No"
"Clear","Urban Road","Wet","Evening",1,50,778,5,6,0,0,4,103.1552677,2,0,65,21,"SUV",8,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",1,40,288,2,0,-8,6,4,83.08009721,2,0,31,11,"SUV",1,1,1,"No","No"
"Clear","Urban Road","Dry","Afternoon",1,110,255,2,2,7,1,6,60.25772094,2,0,49,21,"SUV",9,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",1,30,494,1,6,-2,3,4,73.02457515,1,0,25,3,"Sedan",10,0,0,"No","No"
"Clear","Highway","Dry","Evening",2,100,836,2,6,7,5,1,74.00903584,2,0,31,15,"Sedan",2,1,5,"No","No"
"Rain","Highway","Dry","Night",2,30,54,3,5,1,2,4,65.91005875,3,0,46,4,"Sedan",7,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",1,90,205,9,6,-2,9,0,92.23892575,1,0,63,20,"SUV",2,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",2,70,343,3,9,4,6,5,102.5746634,2,0,47,20,"Sedan",13,0,0,"No","No"
"Clear","Highway","Dry","Night",2,40,892,4,7,7,7,2,42.3489719,1,0,18,17,"Sedan",5,1,5,"No","No"
"Rain","Highway","Dry","Afternoon",1,40,58,4,9,6,5,0,40.76448635,0,1,22,14,"Sedan",12,0,0,"No","No"
"Clear","Highway","Dry","Morning",3,100,107,2,7,3,0,4,26.41035545,3,1,52,11,"Sedan",14,0,0,"No","No"
"Clear","Highway","Dry","Night",1,120,680,0,6,2,2,4,37.73316093,2,1,38,16,"Sedan",14,0,0,"No","No"
"Clear","Highway","Dry","Night",3,60,998,10,2,3,2,6,73.41833236,1,0,70,11,"SUV",11,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",3,110,163,9,5,-8,5,1,107.7965242,2,0,46,18,"Sedan",11,0,0,"No","No"
"Rain","Highway","Wet","Night",2,80,757,0,4,0,6,4,108.0095558,1,0,18,23,"Sedan",3,0,0,"No","No"
"Rain","Urban Road","Dry","Evening",2,40,233,8,11,-8,10,3,74.14905949,0,1,52,19,"Truck",14,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",1,120,765,9,1,-9,3,4,82.34976365,3,0,63,17,"Sedan",6,0,0,"No","No"
"Clear","Highway","Wet","Evening",1,110,860,7,3,8,10,1,57.76775611,0,1,32,26,"Sedan",0,1,2,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Evening",1,40,276,7,0,10,2,4,55.22506447,1,1,18,5,"Sedan",7,1,2,"No","No"
"Rain","Highway","Wet","Night",1,60,140,0,6,0,5,0,57.85688989,1,1,37,12,"Truck",13,1,4,"No","No"
"Heavy Rain","Highway","Dry","Night",1,30,941,5,10,4,8,1,97.53592184,4,1,39,9,"Truck",6,1,2,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Night",3,40,512,1,1,-7,10,5,89.19554202,2,1,43,15,"Sedan",6,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Night",2,50,895,4,3,-5,9,2,71.32808611,2,0,28,4,"Sedan",8,0,0,"Yes","Mild"
"Rain","Rural Road","Dry","Evening",1,60,866,1,6,0,7,2,55.82219374,1,1,41,17,"Truck",13,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",3,70,865,2,2,1,2,1,54.58719976,3,1,32,17,"Sedan",12,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",2,40,222,9,4,5,6,0,36.28738779,2,0,48,1,"Sedan",14,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,40,969,3,5,-2,7,0,64.53122196,0,0,53,29,"Sedan",12,0,0,"No","No"
"Rain","Urban Road","Wet","Night",2,110,185,1,8,-2,10,5,61.02969132,3,0,46,18,"SUV",15,0,0,"Yes","Strong"
"Rain","Urban Road","Wet","Morning",1,80,950,0,9,2,5,1,47.34841354,1,1,48,24,"SUV",6,0,0,"No","No"
"Clear","Urban Road","Dry","Morning",3,30,311,0,10,7,1,6,72.17702025,0,0,38,31,"SUV",2,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,60,109,10,6,7,5,4,60.79602603,2,0,34,1,"SUV",1,1,3,"No","No"
"Clear","Rural Road","Dry","Afternoon",3,120,241,5,6,3,8,1,25.18184391,4,1,47,14,"Truck",9,1,2,"Yes","Strong"
"Rain","Rural Road","Dry","Afternoon",1,70,507,3,5,10,6,6,48.59806784,2,0,29,14,"Sedan",5,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Morning",1,100,139,2,7,-6,4,0,75.75780793,0,0,19,2,"Sedan",3,1,3,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,90,805,2,4,5,4,3,78.76678181,0,0,57,1,"SUV",9,0,0,"No","No"
"Clear","Rural Road","Dry","Night",1,100,190,9,9,-3,4,4,41.96996277,0,0,52,11,"Truck",11,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",3,40,322,7,7,9,6,2,23.57150614,2,0,46,17,"Truck",5,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",1,60,64,9,3,13,6,2,70.77395389,3,0,35,31,"Truck",14,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",1,40,220,6,6,-9,2,1,87.94896882,0,1,44,10,"Sedan",6,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",2,90,223,8,9,-6,0,1,71.21628666,0,1,27,18,"Sedan",2,1,1,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",3,90,1000,7,4,9,4,1,96.68865673,3,0,70,10,"Sedan",0,1,2,"No","No"
"Clear","Highway","Dry","Night",3,70,918,7,0,-7,2,4,62.62048631,2,1,61,23,"Truck",7,0,0,"No","No"
"Rain","Rural Road","Dry","Night",1,40,535,6,1,-1,5,3,92.61207792,2,1,57,31,"SUV",13,1,1,"No","No"
"Rain","Highway","Wet","Evening",2,50,711,6,9,-6,9,2,89.29338859,2,0,18,13,"SUV",11,0,0,"Yes","Strong"
"Clear","Highway","Dry","Morning",3,90,192,9,10,4,3,4,60.34468837,3,0,18,27,"Sedan",3,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",1,50,465,9,1,-3,7,5,69.37203512,0,0,51,7,"SUV",12,0,0,"Yes","Mild"
"Clear","Rural Road","Wet","Morning",3,70,350,8,3,-10,1,0,38.29865671,1,1,51,23,"Sedan",7,0,0,"No","No"
"Clear","Urban Road","Wet","Night",3,30,74,5,4,3,1,2,87.32128848,3,1,36,31,"Sedan",11,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",1,60,542,2,7,2,10,5,51.0532211,2,0,45,13,"SUV",0,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",1,50,358,2,7,-8,8,4,90.14983418,2,0,45,27,"SUV",4,1,4,"Yes","Mild"
"Rain","Highway","Dry","Evening",2,80,289,7,10,-7,1,4,84.58117415,1,1,43,33,"SUV",4,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",3,80,538,8,10,3,4,0,66.83842481,0,0,18,1,"SUV",3,0,0,"No","No"
"Rain","Rural Road","Wet","Afternoon",3,50,646,6,2,-10,1,5,53.93568514,3,1,48,16,"Sedan",1,1,3,"No","No"
"Clear","Urban Road","Wet","Evening",1,120,170,8,10,-6,6,3,67.32367407,0,0,34,18,"Sedan",5,1,1,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",3,90,429,2,9,-3,6,0,42.59032744,2,0,41,11,"Sedan",2,1,3,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Evening",3,80,534,0,7,8,0,0,64.21172558,2,1,40,7,"Sedan",3,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",3,90,991,1,7,-4,6,3,78.27781562,4,0,31,1,"Truck",14,1,3,"No","No"
"Rain","Highway","Dry","Night",2,110,240,3,4,2,0,4,58.92507036,4,1,58,8,"Truck",2,1,2,"No","No"
"Clear","Rural Road","Dry","Evening",2,100,316,9,1,-6,8,0,41.05559766,2,1,70,17,"Truck",15,0,0,"No","No"
"Rain","Highway","Wet","Morning",1,60,616,0,7,-7,8,4,72.34366996,0,1,34,38,"Sedan",2,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",3,110,769,4,3,-2,1,4,75.31245488,1,1,51,9,"Truck",14,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",3,120,136,9,6,4,2,1,68.59595141,3,0,42,4,"Sedan",13,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",2,50,814,8,9,-5,4,4,118.2654549,2,1,49,16,"SUV",14,0,0,"No","No"
"Clear","Urban Road","Dry","Night",1,50,146,3,8,10,10,1,81.57463402,0,1,20,6,"Sedan",15,1,4,"Yes","Strong"
"Clear","Highway","Dry","Afternoon",2,60,726,0,6,-6,1,0,71.45960572,3,0,37,5,"Truck",11,1,3,"No","No"
"Clear","Rural Road","Dry","Night",2,100,272,8,3,10,6,3,81.09214505,2,0,21,18,"Truck",3,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Night",2,120,543,9,5,-5,2,4,92.5369758,3,0,40,12,"SUV",8,0,0,"No","No"
"Clear","Highway","Dry","Night",2,50,556,10,10,12,0,2,93.61057946,4,0,18,15,"Truck",15,1,1,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",3,110,531,2,9,-6,7,2,83.29301277,0,0,31,1,"Sedan",5,0,0,"Yes","Mild"
"Clear","Highway","Dry","Night",3,80,373,3,0,4,0,0,75.92347144,3,1,53,15,"SUV",0,0,0,"No","No"
"Rain","Highway","Wet","Night",2,50,665,8,1,-7,5,1,69.83930026,1,0,54,34,"SUV",8,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",2,120,179,7,0,-5,5,4,46.77343494,0,1,47,8,"Sedan",13,0,0,"No","No"
"Clear","Highway","Wet","Night",3,110,531,6,1,4,1,0,55.44396326,1,0,63,7,"Sedan",5,0,0,"No","No"
"Rain","Urban Road","Dry","Afternoon",1,80,766,3,4,-3,5,4,56.55003179,1,0,39,2,"Truck",9,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",3,30,342,5,0,-5,9,4,58.6977798,3,0,22,20,"SUV",3,1,4,"Yes","Strong"
"Heavy Rain","Highway","Wet","Night",2,60,730,8,9,-5,4,5,56.05757134,0,0,29,26,"SUV",0,1,3,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,80,879,8,4,-10,1,5,56.07821597,0,0,58,13,"SUV",6,0,0,"No","No"
"Clear","Rural Road","Dry","Morning",2,40,484,8,7,-4,9,2,83.04205255,3,1,18,17,"Truck",12,1,5,"Yes","Strong"
"Rain","Urban Road","Wet","Evening",2,90,524,2,10,4,6,2,93.33241137,2,0,55,23,"Truck",11,0,0,"Yes","Mild"
"Rain","Highway","Wet","Evening",2,40,582,5,4,-4,5,1,66.89601049,2,0,20,25,"SUV",7,1,2,"No","No"
"Rain","Rural Road","Dry","Evening",3,40,813,10,1,-1,3,1,103.397633,1,0,47,12,"SUV",15,0,0,"No","No"
"Rain","Urban Road","Dry","Afternoon",3,110,960,1,7,2,0,0,84.99513538,3,0,23,7,"Sedan",9,1,2,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,110,764,6,0,-8,2,0,45.59937448,3,0,20,11,"Truck",3,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",3,30,512,3,4,1,4,2,73.25306557,3,0,44,1,"SUV",9,1,0,"No","No"
"Clear","Rural Road","Dry","Morning",1,70,778,9,5,4,1,4,74.17340266,4,0,69,2,"Truck",9,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",2,80,93,5,12,11,1,1,72.68600179,1,1,28,1,"Truck",8,1,5,"No","No"
"Heavy Rain","Urban Road","Dry","Night",2,30,998,8,5,-8,0,2,77.34701999,3,1,27,21,"Sedan",8,1,1,"No","No"
"Rain","Rural Road","Dry","Afternoon",1,100,559,7,8,5,8,3,80.2785497,0,0,47,1,"Sedan",4,1,5,"Yes","Strong"
"Clear","Highway","Dry","Morning",3,100,158,7,1,-10,0,5,84.76058433,1,0,55,22,"SUV",12,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",2,40,363,1,5,8,1,4,107.1952536,2,1,57,32,"Sedan",13,1,5,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",3,110,814,8,8,1,4,3,57.80583716,3,0,66,1,"SUV",12,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",2,90,745,1,4,10,6,3,50.27081638,0,0,41,4,"Sedan",15,0,0,"No","No"
"Clear","Highway","Wet","Night",1,40,69,0,1,2,7,4,63.42622059,0,1,40,13,"Sedan",4,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",1,60,101,3,7,-4,6,0,62.0359533,3,1,46,11,"Truck",2,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Night",2,60,143,3,5,4,8,4,68.99607324,0,1,18,6,"SUV",8,1,5,"Yes","Mild"
"Rain","Rural Road","Wet","Morning",1,50,984,2,3,9,6,4,54.04991645,0,1,70,21,"Truck",2,0,0,"No","No"
"Rain","Rural Road","Dry","Afternoon",3,70,548,0,8,4,5,2,97.16764319,2,0,40,4,"Truck",7,0,0,"No","No"
